latitude,longitude,depth,mag
-33.2339,-179.3423,35,4.5
-27.7742,-179.6301,398.29,4.4
-35.8402,-179.8141,10,4.2
-32.1425,-179.8518,190.4,4.3
-33.1165,-179.0859,35,4.6
-39.0736,174.8498,227.04,4.6
-30.4475,-177.3234,10,4.9
-33.3973,179.8306,32.08,4.5
-30.5155,-177.7134,10,4.3
-33.8105,-179.5421,10,4.2
-33.3447,-178.363,35,4.4
-33.1622,-178.659,35,4.4
-32.7793,-178.1864,10,4.7
-32.9122,-178.0374,10,5
-32.9399,-178.8143,10,4.3
-33.1943,-178.9561,10,4.6
-33.1567,-178.3683,10,4.5
-32.9921,-178.2819,10,5.4
-31.5598,-178.0037,31.38,4.7
-33.4572,-178.7621,35,4.4
-31.2973,-177.9634,35.48,4.7
-31.3112,-178.1432,10,5.2
-39.651,175.9309,77.21,4.6
-33.9295,-178.7881,35,4.4
-33.4206,-178.5497,10,4.7
-37.3168,176.5297,358.44,4.2
-41.7622,174.3831,17.98,4.2
-30.3787,-178.8238,10,4.4
-33.0399,-178.2592,35,4.7
-33.7446,-178.9877,35,4.6
-37.1559,178.7721,49.1,5
-33.8431,-178.2315,10,4.4
-34.0828,-178.9628,10,4.4
-34.1477,-178.9754,10,4.5
-34.0499,-178.5949,10,5.1
-33.2928,-178.2841,10,4.5
-47.8386,165.6174,10,4.3
-25.9769,-178.7433,351.55,4.1
-37.4081,179.1886,27.84,4.5
-38.4536,178.6725,10,4.4
-38.393,178.628,28.72,4.7
-34.5008,-179.4623,10,4.4
-41.5079,174.341,22.55,4.6
-36.2513,179.4478,47.77,4.7
-29.018,-177.5715,67.87,4.5
-30.3144,-177.9542,32.88,5
-30.2782,-177.9707,44.3,5
-31.3189,-178.9906,62.61,4.7
-32.64,-178.547,28.94,4.6
-25.8452,179.099,535.19,4.3
-29.5243,-176.1395,10,4.7
-30.4261,-177.2892,12.38,4.5
-29.1772,-179.5668,339.17,3.9
-40.6778,175.9237,35.49,4.5
-27.7277,-177.6127,147.22,4.9
-37.5284,179.1832,26.21,4.6
-25.7528,-179.9352,480.25,5
-45.167,167.3525,111.29,4.1
-35.4222,179.4885,67.33,4.2
-34.7624,179.0051,147.64,4.1
-37.1309,179.155,9.73,4.2
-28.216,-178.2877,263.86,4.2
-30.1154,-176.3271,10,4.3
-30.2357,-177.6076,25.22,4.5
-38.5708,175.7773,186.75,4.1
-48.6973,164.6146,11.15,4.6
-29.0304,-177.9095,10,4.1
-30.2391,-176.7197,10,4.5
-27.0311,178.4915,634.7,4.2
-32.9297,-179.2046,58.73,4.9
-35.6026,-178.6636,10,4.5
-35.4879,-179.49,10,4.3
-35.4472,-178.9994,10,4.5
-31.0048,-179.3514,216.47,4.1
-30.1484,-178.42,115.63,4.3
-33.0452,-178.5058,35,4.7
-35.4935,-179.2178,10,4
-35.6525,-179.5921,10,4.4
-35.6156,-179.4997,10,5.1
-29.6998,-176.0496,35,4.6
-26.7089,-179.4909,457.83,4.2
-40.3626,176.1116,41.91,4.4
-29.4577,-176.1433,10,5.2
-27.9507,-179.3078,382.11,4.5
-38.3508,176.088,147.25,4.1
-29.7796,-176.5444,10,4.3
-40.8847,172.4976,10,4.3
-29.3272,-176.2445,10,4.6
-29.64,-176.1624,10,5.3
-32.062,-178.7661,48.23,4.4
-31.698,-177.8054,10,4.5
-29.5228,-176.1316,10,5
-29.5359,-176.1789,10,4.8
-29.7683,-175.5115,10,4.6
-29.2858,-176.2611,10,4.8
-25.6294,179.6193,528.08,4.2
-29.6674,-176.093,10,5.1
-35.2551,-179.8902,68.06,4.1
-37.4946,179.5933,10,4.4
-36.5269,177.3531,10,4.3
-30.7935,-177.9341,10,4.4
-29.3114,-176.8719,35,4.4
-30.7553,-177.9842,35,4.8
-32.4262,179.7778,372.21,3.9
-31.7402,-178.5357,35,5.1
-38.6237,177.5724,70.48,4.3
-42.416,173.5111,18.23,4.4
-32.9961,-179.1682,11.9,5.3
-35.4082,-179.3767,10,4.4
-29.4784,-179.9424,221.66,4.3
-35.185,-179.1611,10,4.5
-28.874,-176.7191,10,4.4
-30.6947,-177.8688,10.85,4.7
-29.0089,-176.7223,10,5.1
-28.9144,-176.8233,15.89,5
-28.7495,-176.494,10,4.5
-39.7889,175.142,10,4.1
-27.4867,-177.788,157.82,4.5
-31.5072,-179.1908,10,4.4
-35.0784,-179.4151,10,4.4
-34.8685,-179.5602,35,4.4
-35.0285,-178.972,10,4.6
-34.5105,-179.8219,45.35,4.9
-44.3926,167.5075,10,4
-36.0566,178.7455,76.66,4.8
-30.928,-178.4447,9.23,4.7
-28.2091,-176.3383,35,4.5
-31.8751,-178.5477,10,4.4
-33.1985,-179.0803,10.44,4.3
-34.9515,-178.3947,10,4.3
-43.1778,170.9088,10,4.3
-31.0905,-179.2032,173.38,4
-31.8093,179.7388,426.24,4.4
-31.5284,-177.2447,10,4.4
-34.6653,-179.7547,62.12,4.2
-30.7269,-177.8368,23.85,4.2
-25.9169,179.5784,499.11,4.6
-27.2151,-177.6632,136.81,4.3
-26.9791,-176.2405,10,4.4
-27.3261,-176.224,35,4.5
-26.9681,-176.1686,10,4.7
-27.2372,-175.9892,10,5.1
-31.9248,-179.7411,200.75,4.6
-27.0875,-176.4024,10,4.8
-49.1184,164.789,10,4.4
-31.9886,-179.6995,189.3,4
-41.7403,174.2367,15.44,4.3
-27.0211,-176.2787,10,4.7
-49.1806,164.6537,22.84,4.3
-27.0634,-176.2775,10,4.4
-41.9236,174.0255,20.59,4.4
-27.0725,-176.3303,35,4.3
-30.302,-177.9998,10,4.5
-41.1609,175.092,8.63,4
-34.6432,-178.7693,10,4.4
-30.2042,-176.7272,34.22,4.5
-40.287,173.7595,149.6,4.1
-27.4257,-177.0871,68.78,4.6
-31.6691,-179.1161,126.11,4.3
-30.4518,-177.4044,10,4.4
-25.8962,-179.9862,494.29,4
-25.5973,179.4629,532.6,4.4
-30.2323,-177.6968,10,4.8
-29.9647,-177.485,35,4.4
-28.2941,-176.8627,46.28,4.7
-31.398,-178.1654,10,4.9
-27.4381,-176.2176,16,5.5
-27.368,-176.4143,16,5.8
-45.0021,169.2605,5.46,4.1
-28.7619,-179.362,396.71,4
-30.4715,-177.4233,18.67,4.7
-30.3044,-177.5928,10,4.5
-37.7644,179.7031,10,4.3
-31.1253,179.9257,404.82,6
-30.2134,-177.4902,10,4.3
-30.2702,-177.4355,10,4.4
-30.365,-177.2486,8.11,4.4
-30.2575,-177.1295,17.1,4.3
-30.3103,-177.6618,19,6
-26.2463,178.5623,643.3,4.7
-34.263,-178.668,10,4.3
-41.8411,174.352,20.15,4.1
-28.4012,-176.6654,10,4.4
-26.6434,-177.9072,233.89,4.7
-37.8525,176.2431,302.87,4.1
-34.5798,179.6132,33.13,4.1
-30.7141,179.6478,457.45,4.2
-31.7872,-177.8787,10,4.3
-25.793,179.7347,488.94,4.4
-26.1818,178.6142,628.8,4.9
-28.9414,-179.0782,346.69,4.4
-30.4449,-177.1777,10,4.8
-30.3668,-178.0547,54.77,4.5
-30.4467,-178.3521,10,4.3
-30.1751,-178.0226,10,4.4
-31.2099,-177.1258,10,4.4
-30.2197,-177.7053,10,5.1
-30.5221,-177.9023,42.37,4.2
-45.0525,167.3144,103.23,4.1
-30.6272,-177.7701,35,4.5
-32.4266,179.993,240.54,4.3
-36.4327,179.1356,118.84,4.4
-30.5432,-177.7316,35,5
-30.5156,-178.0563,34,6
-32.7096,-179.7854,96.84,4.4
-30.7142,-177.9256,10,4.6
-26.1208,179.7226,468.22,4.2
-31.1225,-179.1371,171.54,4.1
-34.4233,-179.1014,10,4.6
-28.2396,-176.6682,35,4.5
-30.4222,-179.1451,217.75,4.5
-31.9277,-178.6694,39.29,4.4
-33.8332,-179.9446,10,4.6
-30.5609,-177.7932,4.74,4.6
-32.3605,-178.2586,10,4.3
-28.302,-178.2217,189.22,4.2
-40.6655,175.8139,39.08,4
-33.9253,179.3825,206.1,4.3
-34.0545,-178.5729,10,4.6
-33.9368,-178.3224,10,4.5
-29.3929,-178.3792,214.71,4.8
-32.4604,179.5845,387.3,4.3
-33.4531,-178.2909,10,4.5
-31.4232,-177.8234,10,4.3
-30.7253,-178.1357,36.43,4.5
-30.6892,-177.7658,10,5
-42.2352,173.7514,18.06,4.3
-33.2561,-178.7519,10,4.5
-36.3331,177.9421,124.67,4.3
-30.248,-177.9738,35,4.4
-33.2327,-178.5658,10,4.4
-30.7505,-177.8699,26.87,4.8
-32.6726,179.7607,190.53,4
-30.0668,-177.0466,16.69,4.6
-33.9432,-178.7389,78.98,4.6
-33.6825,-178.6918,20.76,4.7
-37.3306,177.7657,73.6,4.3
-30.6424,-178.6829,10,4.3
-37.3958,179.11,60,4.8
-27.6765,-176.5945,40,5.6
-33.4884,-179.8098,111,4.1
-37.7306,177.7661,49.82,4.9
-34.6423,179.7884,65.51,4.4
-34.4721,-179.798,35,5
-41.4292,173.8893,49.92,4.2
-37.507,177.7768,149.47,4.6
-45.4072,166.9419,27.08,4.4
-30.3735,-179.0198,198.43,4.6
-29.4199,-175.4698,10,4.5
-39.3253,177.2438,25.59,4.4
-28.7402,-175.7829,10,5.2
-26.1523,179.593,503.83,4.4
-30.1609,-178.3377,62.91,4.3
-32.3201,-178.9504,17.95,4.7
-35.4221,178.9369,227.12,4.4
-35.2271,-179.4852,35,4.4
-37.6881,176.4491,198.61,4.2
-31.6733,-179.8565,316.49,4.2
-26.3429,-177.7312,188.78,4.1
-35.0488,179.9046,86.91,4.6
-41.6242,173.1277,12.17,4.1
-38.7058,177.9278,28.87,5
-38.5545,175.9387,177.98,4.1
-39.9176,176.8417,11.94,4.2
-28.5947,-178.6196,263.61,4.1
-26.7848,-177.1045,86.18,4.3
-30.5514,-176.3156,10,4.6
-32.7382,-178.4626,35,4.4
-30.2822,-178.1962,10,4.2
-29.7299,-179.1471,320.39,4.1
-41.4694,174.4792,21.52,4.2
-41.7141,175.4021,15.55,4.2
-26.0982,-178.7578,396.91,4.1
-39.1484,174.8761,227.61,4.2
-30.6618,-176.7088,9.2,4.4
-28.2247,-178.0346,10,4.1
-42.0211,173.9585,15.98,4.5
-29.7646,-178.5891,10,5.2
-29.8143,-178.1531,10,4.9
-41.7246,174.2366,13.86,4.7
-37.1968,178.8783,37.98,4.3
-30.6164,-177.4881,35,4.1
-42.1699,173.6949,15.28,4
-30.3745,-178.3796,10,4.1
-30.3313,-177.9133,35,4.6
-31.7525,179.8312,420.66,4.4
-38.7973,175.7034,4.62,4.6
-28.6306,-176.7578,35,4.8
-31.7415,-178.0599,10,4.2
-30.5576,-178.0577,27.85,4.2
-32.2534,-178.0712,10,4.4
-34.6816,178.8803,210.47,4.9
-31.858,-179.5061,160.28,4.2
-40.0853,174.9935,28.24,4.3
-40.9645,174.8547,59.52,4.4
-37.7778,179.721,10,4.7
-41.7796,174.3181,16.41,4.1
-32.2719,-178.0321,10,4.5
-33.1461,-179.0901,33.38,5.2
-42.2944,173.8545,20.97,4.2
-30.4671,-177.3855,10,4.5
-39.0114,177.6232,19.4,4.2
-35.4243,-179.5836,35,5
-35.4449,-179.6846,31.39,4.4
-30.2248,-177.5738,35,4.3
-30.2587,-177.5466,10,4.4
-44.9179,167.6396,127.9,4.6
-30.1967,-177.4102,18.26,4.9
-30.2964,-177.4788,32.74,5.3
-30.1975,-177.6684,29.46,4.4
-43.5882,171.5956,22.77,4.4
-30.35,-177.8636,33.53,4.8
-40.3074,176.4076,42.79,4.2
-37.835,177.5991,47.47,4.8
-45.1766,167.0781,30.24,4.3
-30.3768,-177.6456,10,4.1
-30.5181,-177.5201,22,5.6
-42.156,172.8146,48.29,4.4
-42.4741,173.5847,26.64,4.2
-42.7652,173.2452,34.88,4.1
-37.4428,177.7198,54.23,4.9
-43.092,173.1883,10,4.2
-37.5236,179.2126,21.03,5.1
-29.1214,-176.0654,10,4.3
-31.1845,-179.8908,384.06,4.9
-26.3212,179.8749,487.28,4.3
-41.8236,174.1904,18.86,4.3
-33.9639,-177.597,10,4.1
-33.0399,179.4565,10,4
-39.4816,177.4404,18.24,4.5
-30.8013,-179.8275,347.83,4
-29.855,-177.6962,82.09,4.6
-29.8118,-176.8084,10,4.2
-43.0301,173.1977,7.85,4.8
-43.0363,173.2632,7.17,4.5
-43.0259,173.2034,9.38,4.5
-29.2308,-176.5761,14.45,4.6
-42.4692,173.9453,10,4.2
-33.4304,178.6009,151.89,4
-29.2275,-177.6263,70.82,4.5
-36.8643,179.0253,9.45,4.4
-32.1337,-178.877,40.8,4.9
-32.5642,-179.9737,10,4.2
-29.9413,-177.0136,10,5.1
-47.687,165.672,22.52,4.4
-29.3727,-177.4035,20.1,4.5
-43.1436,171.7265,10.21,4.7
-29.6613,-176.9783,20.22,4.5
-37.1369,177.75,198.78,4.3
-31.3543,-179.5055,211.87,4.2
-37.6405,179.0108,11.37,5.1
-38.1425,178.0517,69.28,4.4
-42.7201,172.7178,17.82,4.4
-31.5183,179.2292,465.51,3.9
-31.7609,-177.3509,10,4.4
-37.1157,178.8841,21.27,4.3
-25.9011,179.1011,582.41,4.3
-28.5013,-175.6467,10,4.9
-42.6746,172.7467,16.19,4.9
-31.8863,-179.9561,355.57,4
-41.6501,174.5898,43.19,4.5
-42.7223,172.7556,20.1,4
-37.391,178.5548,38.79,5
-42.7363,172.7954,24.52,4.5
-45.4707,166.3252,10.17,4.8
-30.1195,-179.4957,319.09,4
-30.2046,-177.5827,10,4.9
-33.788,178.9821,238.38,4.1
-33.0197,-178.5457,60.96,4.5
-40.3223,174.434,94.55,4.2
-28.2141,-177.8014,175.2,4.3
-32.3253,179.565,432.35,3.9
-33.1702,-179.4858,60.97,4.6
-43.5502,170.3111,2.11,4.2
-28.951,-179.3474,411.43,4.2
-27.0751,-176.0459,10,4.9
-32.7238,179.6099,286.75,4.4
-38.0332,177.7831,63.52,4.9
-42.3715,173.8741,22.32,4.9
-42.7304,172.7776,17.32,3.9
-31.6542,-177.1879,10,4.9
-31.7542,-177.1092,13.86,4.8
-44.1394,168.679,10,4.9
-29.8339,-177.5124,55.61,4.5
-32.0785,-177.4911,10,4.4
-30.2743,-177.4455,10,4.5
-30.1843,-177.2547,10,4.4
-30.0938,-177.4531,18,5.9
-41.7309,174.5019,18.39,4.2
-36.8859,179.0865,4.65,4.2
-32.6324,-178.8894,21.03,4.5
-31.8781,-176.7925,10,4.3
-30.2499,-177.3448,10,4.5
-31.6075,-178.3067,102.11,4.9
-35.6153,179.5802,45.03,4.7
-41.6705,174.3078,16.11,4.4
-33.4783,-177.9447,31.75,5
-37.9523,177.7879,63.51,5
-42.2813,173.6266,15.67,4.1
-33.0609,-177.6883,10,5
-42.1163,173.0596,50.76,4.4
-34.7304,-179.4072,35,4.4
-30.1713,-177.7853,24.04,4.8
-30.0098,-177.7221,11.89,4.7
-29.9897,-177.4664,10,4.8
-41.6413,174.3018,17.5,4.2
-26.8523,-176.9416,64.42,4.9
-42.7839,171.69,14.52,4.1
-41.7393,174.2709,16.94,4.3
-38.4062,176.2327,190.08,4
-38.5799,175.9164,187.05,4.5
-42.033,173.7983,9.01,4.1
-33.9974,178.8398,119.96,4.5
-42.4458,173.9407,6.66,4.5
-37.2955,179.061,10,4.5
-42.6652,173.4498,10,4.2
-37.8907,177.6819,53.2,4.9
-30.8019,-178.4247,152.74,4
-41.6848,174.3325,18.39,4.3
-41.8341,174.0614,17.04,5.4
-42.3209,173.6322,10.61,4
-25.6877,179.8527,482.58,4.3
-40.7475,176.3231,27.44,4.1
-28.1292,-175.4357,10,4.9
-38.9294,177.5692,62.42,4.4
-42.4461,173.6237,24.13,4.4
-41.6205,174.4581,19.48,4.3
-36.6727,-179.2061,10,4.2
-41.6172,174.4661,18.95,4.4
-32.6962,-179.8347,9.55,4.6
-32.9441,-179.8061,104.49,4.6
-31.2096,-178.5847,10,4.6
