latitude,longitude,depth,mag
-15.0872,-174.7442,166.64,4.4
-17.7451,-178.6489,571.6,4.6
-14.8125,167.8932,100.29,4.3
-20.7075,-178.0467,555.99,4.7
-18.9171,169.8974,249.91,4.4
-20.3516,-173.6328,10,4.9
-17.5434,-178.8053,545.84,4.5
-21.1904,-178.4258,489.7,5
-63.7018,172.4935,10,4.6
-17.641,-178.4963,563.94,4.2
-26.2323,178.665,635.55,4.6
-30.0394,-178.0222,73.17,4.4
-56.2736,147.3504,10,5.2
-56.2791,147.4799,10,5.2
-56.2032,147.7638,10,4.4
-56.2203,147.4518,10,5.3
-20.4099,-178.4601,598.54,5
-18.6853,169.3798,237.52,4.4
-18.6524,-174.56,111.29,4.8
-20.6099,-175.1444,69.51,4.5
-16.5528,-173.1512,35,4.6
-23.4818,-179.923,549.19,4.3
-17.8172,-178.0311,620.8,4.3
-31.4426,-179.8124,328.66,4.5
-30.6993,-177.8358,35,4.6
-15.6745,167.6794,116.74,4.6
-15.2377,-173.5488,35,4.6
-24.1587,179.3847,527.61,4.6
-23.0036,-177.8102,230.6,4.4
-20.2306,-177.8304,515,4.3
-27.0911,-176.8791,40.85,4.3
-22.205,-179.5303,581.03,4.7
-41.7552,174.3456,16.89,4.6
-20.3838,-178.2166,520.73,4.6
-19.1575,168.6525,35,4.8
-22.6699,-179.7278,583.14,4.4
-14.8596,167.3974,126.14,4.5
-21.3709,-178.808,519.75,4.3
-15.1359,167.4769,115,5.5
-33.0286,-178.2531,35,4.3
-30.2288,-177.5437,35,4.6
-24.7143,-178.2764,324.31,4.3
-17.8116,-175.0143,232.56,4.1
-20.2752,-178.105,562.6,4.1
-20.2351,-178.0458,541.84,4.4
-19.5573,-177.375,422.47,4.2
-17.95,-178.018,514.17,4.7
-17.7204,-178.6894,567.36,4.1
-26.3871,-176.8378,36.42,4.7
-19.191,-177.468,554.92,4.2
-19.031,-177.5898,589.46,4.3
-25.3213,-176.8382,71.61,4.5
-33.2991,-178.5335,10,4.4
-24.2414,-179.9267,516.92,4.3
-15.6417,-172.6767,10,4.9
-17.4823,-174.4625,82.53,4.6
-23.3703,-179.7653,535.38,4.5
-20.5474,-177.8119,484.33,4.2
-19.0577,169.6814,263.43,5.1
-33.2273,-178.4276,10,4.9
-58.9801,149.3467,10,5.2
-17.8872,168.1446,58.93,4.5
-24.5407,-179.9845,515.77,4.3
-18.795,-177.7058,554.14,4.7
-23.814,-179.6087,535.16,4.5
-25.5469,-177.302,116.49,5.4
-22.6549,-176.3493,77.52,5.2
-21.6184,-179.5728,607.39,4.5
-20.6242,-177.7281,497.06,4.2
-20.107,-177.5405,544.37,4.3
-23.942,179.2109,549.39,4.1
-21.3849,-179.2385,610.23,4.5
-24.0736,-179.5795,504.49,4.3
-24.1889,179.9693,522.31,4.4
-22.6042,-175.0343,10,4.4
-29.7614,-179.13,327.98,4.9
-19.3808,-175.4956,241.23,4.5
-14.2992,167.5361,134,4.3
-17.6152,167.3595,10,4.1
-19.6169,-177.5655,504.58,4.4
-40.3776,176.6523,33.25,4.1
-41.6165,174.5125,25.62,4.3
-40.4767,176.9218,10,4.6
-17.7905,168.0568,28,6.1
-22.606,-174.8973,10,5.6
-32.6996,-179.8994,236.84,4.9
-23.859,179.1688,533.01,4.4
-17.9768,-178.3745,599.87,4.2
-17.9148,-179.3721,543.96,4
-39.0612,175.9459,99.07,4.6
-16.1371,-174.1143,120.07,5.1
-22.378,-175.0771,14,5.4
-26.4085,179.5327,495.02,4.6
-25.3878,-176.3778,35,4.5
-20.9886,-178.5302,576.04,4.3
-37.8689,177.6709,10,4.7
-23.3857,-179.6678,537.63,4.4
-20.0996,-177.5234,526.46,4.2
-31.0114,-178.676,104.55,5.2
-17.4791,-178.5327,540.1,4.5
-31.6963,-178.5545,10,4.4
-23.0775,-179.6309,574.44,4.5
-19.2343,169.0294,125.87,5.4
-15.8808,-174.9426,248.53,4.2
-20.1839,-177.876,428.06,4
-23.8931,-178.7608,400.45,4.3
-21.6149,170.6703,98.61,5.1
-17.9568,-178.5302,553.65,4.3
-22.1384,-179.4413,576.23,5.4
-22.2131,-179.3945,572.27,5.2
-17.6398,-178.7282,538.71,4.2
-31.4677,-177.9179,12.77,4.3
-15.0694,-174.6629,149.44,4.2
-13.4766,168.333,10,4.5
-19.8869,179.3874,529.41,4.3
-32.6975,-178.2844,10,5.3
-16.278,-177.5936,10,5.9
-20.3346,-177.823,531.17,4.4
-15.6757,-176.2946,373.4,4
-15.419,-172.845,55,5.3
-20.8991,-178.8007,572.69,4.3
-32.8173,-178.2393,10,4.7
-23.9213,179.3154,539.45,4.8
-18.1958,-177.911,580.05,4.1
-14.8897,-173.5909,31.26,4.4
-34.2581,179.2485,131.76,4.1
-17.9615,-178.4813,567.94,4.3
-37.2466,179.0155,15.85,4.1
-24.0795,-179.7525,506.53,4.4
-18.8819,169.4546,220.82,5.1
-25.4454,-179.8542,501.82,4.3
-23.3569,179.1765,549.05,4.6
-20.4421,169.1473,48.73,5.4
-32.1664,-178.6373,35,4.4
-20.2987,-178.2606,571.96,4.2
-30.5262,-177.5788,16,4.8
-14.4984,164.2636,10,4
-13.2938,167.9733,10,4.5
-17.9823,-174.4499,60.35,4.6
-30.2585,-176.9727,10,4.7
-17.3997,167.7353,23.24,4.2
-19.0215,-177.5407,562.58,4.2
-14.8908,-173.2946,25.23,4.5
-20.7385,169.6345,84.32,5.3
-14.7628,-178.5229,345.79,4.4
-19.9891,-174.9084,10,4.6
-30.2328,-176.922,10,5
-21.6659,-179.3722,603.52,4.8
-16.2065,-173.106,39.08,4.3
-16.311,-173.1681,10,4.6
-20.9999,-178.7017,555.45,4.3
-20.5268,-178.2827,553.22,4.3
-20.0145,-177.5704,534.51,4.2
-14.7491,167.7785,102.38,4.3
-62.219,156.6645,10,4.5
-14.9036,-173.2207,10,5
-30.6676,-179.0379,237.63,4.2
-14.9219,167.2431,110.15,4.5
-18.5917,-174.4241,166.14,4.3
-16.0561,-175.8567,342.59,4.5
-15.0667,167.7167,121.9,4.5
-37.492,177.3721,10,4.3
-30.0213,-177.0543,10,4.5
-23.1259,-179.3159,496.24,4.6
-18.6959,-174.3756,58.15,4.9
-41.8138,174.1135,17.22,4.1
-18.1032,-178.3566,581.76,4.4
-18.6123,-177.5743,629.15,4.3
-29.9028,-179.4061,346.95,4.7
-18.005,-171.9616,10,4.7
-17.5987,-178.373,565.92,4.3
-38.1227,176.5914,10,4.3
-18.9449,-177.8092,449.49,4.2
-18.1725,-177.9855,617.9,4.1
-15.2561,-173.4422,10,4.5
-21.1907,179.8934,568.68,4.2
-15.9336,-176.1578,396.27,4.2
-20.715,-178.2706,579.76,4.4
-65.244,178.6445,10,4.6
-16.1149,-172.888,35,4.6
-19.4574,-173.7509,13,5.7
-15.6364,173.1291,10,4.3
-17.8415,-178.982,543.53,4
-34.1833,-179.6997,10,4.4
-14.9263,-177.4894,366.39,4.5
-15.0595,-174.8302,198.89,4.3
-14.93,-173.1474,10,5.4
-14.9539,-172.8952,10,5.8
-20.4868,-177.7567,515.86,4.8
-21.9206,170.7842,129.19,4.5
-61.9391,160.7034,10,4.5
-31.6382,-179.3752,93.66,4.2
-23.171,-177.8311,333.92,4.1
-19.9656,169.9716,10,4.1
-15.1448,-173.4012,33.2,4.5
-20.0902,-175.3947,91.84,4.9
-30.1223,-179.2094,329.77,4.5
-33.0391,-179.3984,10,5.6
-32.0865,-179.3016,97.8,5.1
-21.667,-179.3753,601.91,4.2
-22.4136,-175.8811,88.82,4.5
-24.3535,-179.7911,497,4.5
-18.9626,169.5615,271.18,4.5
-24.1653,-179.329,472.92,4.6
-35.8161,178.0083,210.59,4.3
-17.5648,-178.5598,549.87,4.5
-21.2027,-173.7534,10,4.6
-14.7999,167.4041,112.3,4.4
-41.2913,-179.1457,10,4.1
-20.0134,169.9896,45.63,4.5
-20.072,169.985,15.04,5
-16.0289,173.3989,10,4.9
-15.6851,167.7482,118.84,5.4
-32.9229,179.3642,317.49,4
-22.1015,-179.3297,592.66,4.4
-15.9838,173.6275,10,4.6
-23.7967,-179.3663,525.02,4.4
-23.5187,-179.914,553.84,4.4
-27.2067,-176.4698,35,5.2
-18.5181,-174.6075,93.9,4.9
-45.0447,167.3629,65.84,4
-20.9464,-178.545,576.83,4.1
-17.4859,176.4345,10,4.2
-32.3674,-179.0952,124.55,4.9
-15.8889,173.3233,10,5.2
-15.8531,173.5707,35,4.7
-31.7847,-178.6169,40.07,4.4
-15.8485,173.2426,10,4.5
-20.038,-177.5444,547.46,4.4
-15.8466,173.4067,10,5
-15.9728,173.3544,10,4.6
-23.9339,-179.9529,573.59,4.3
-15.8309,173.3878,10,5.2
-30.3852,-178.9637,183.56,4.7
-40.0107,174.4552,120.36,4.3
-23.7353,179.9782,537.94,4.6
-17.7572,-178.7301,560.61,4.3
-17.6296,-173.9714,167.42,4.4
-16.0429,167.7994,119.79,4.5
-33.4777,-177.6325,10,4.3
-23.2478,179.9139,533.74,4.5
-15.1578,167.2896,122.57,4.5
-13.071,167.0147,207.24,4.4
-22.1173,-174.9052,35,4.8
-21.261,-178.1643,473.12,5.4
-23.7714,179.6715,585.31,4.4
-17.4717,-178.425,577.05,4.1
-32.6625,-178.9905,47.3,4.7
-21.247,168.2941,10,4.3
-15.6782,167.6521,130.66,4.5
-16.1294,-177.8605,10,4.9
-18.6146,-175.2254,212.08,4.6
-17.3607,-177.7034,432.23,4
-20.8472,-177.7709,482.23,4.5
-20.0237,-177.7543,496.75,4.3
-17.0452,-178.148,439.06,4.4
-17.8629,-173.0498,10,5.5
-29.803,-177.5389,35,4.6
-22.9348,179.3321,572.77,4.5
-40.4722,176.422,34.18,4.5
-30.383,-179.0147,226.35,5.5
-17.9594,-178.4494,579.56,4.4
-24.235,-179.6458,540.96,4.2
-25.7393,-175.6314,10,4.5
-15.3782,-172.6259,10,4.7
-21.3349,-174.016,35,4.7
-15.461,-173.427,34.97,4.5
-29.7771,-177.2715,35,4.6
-20.551,-178.1515,525.31,4.3
-20.9003,-178.6218,538.45,4.3
-19.4056,169.2098,144.48,4.5
-22.1066,-176.9312,175.35,4.2
-17.371,-177.916,570.89,4.3
-20.9751,-173.8779,10,5
-21.0684,-173.9833,10,5.6
-18.6692,-177.851,585.67,4.5
-39.5623,174.3195,206.98,4.5
-22.7523,-177.4849,252.1,4.1
-15.0416,-174.915,252.71,4
-22.9084,-174.7284,10,4.7
-18.0539,-178.0253,566.86,4.3
-20.399,-173.951,10,4.6
-35.7547,-179.4641,10,4.5
-15.3234,-172.773,10,5.2
-30.9566,-179.3968,262.33,4.9
-30.2407,-177.6765,35,5.1
-34.5886,-178.4143,11,6.1
-21.3079,168.6022,13.81,5.1
-19.2347,168.8492,228.4,4.3
-31.9823,-179.9533,284.39,5.7
-31.8276,-178.6058,35,5.1
-17.894,167.2126,10,4.7
-32.6975,-178.608,35,4.5
-20.016,-177.9884,536.61,4.2
-23.9651,-179.9298,490.26,4.5
-20.9768,171.712,35,4.4
-33.6291,-178.7292,10,4.5
-33.781,-179.4968,34,5.9
-24.7641,-179.6374,501.81,4.4
-21.2795,-175.588,78.27,4.3
-38.5055,175.9244,167.76,4.5
-24.54,179.9153,522.05,4.3
-22.0313,170.1376,10,4.2
-25.012,-177.3228,128.24,4.3
-25.0032,179.8141,479.83,4.6
-18.462,-177.8088,580.05,4.3
-28.5295,-178.7769,280.54,4.2
-14.9827,167.5668,125.57,4.3
-19.6383,167.7618,25.41,4.4
-32.5415,-178.7127,35,4.6
-20.8762,-178.2656,526.31,4.5
-31.2468,179.6287,433.04,4
-18.3054,-173.5709,118.97,4.4
-17.8725,-174.8691,204.56,4.7
-20.464,-173.6594,25.67,4.9
-20.7041,-178.1169,524.4,4.7
-20.0237,-177.6261,515.98,4.3
-21.9725,179.4641,610.4,4.7
-32.5708,-178.4088,35,4.9
-22.7211,173.1323,10,4.3
-21.1637,-173.7972,10,5.5
-41.5876,174.5456,10,4.2
-17.0011,-174.4935,134.22,4.3
-41.6952,174.1739,17.97,4.2
-30.4665,-178.0217,57.39,5
-33.1668,-179.0489,42.43,4.6
-42.3192,173.9413,17.92,4.5
-41.859,174.2397,12.55,4
-41.8193,174.242,17.05,4
-41.7971,174.2496,17.22,4.2
-19.5144,-177.4161,582.68,4.4
-20.0252,-178.4243,616.62,4.1
-23.8065,179.9009,546.31,4.8
-13.7861,167.3495,226.26,4.6
-33.4179,179.757,151.07,4.2
-19.1724,-173.1407,10,4.9
-16.2592,-173.2893,10,4.6
-23.9293,-179.7555,544.06,4.4
-22.2841,-179.5279,587.36,5.2
-14.5482,166.6675,35,4.5
-20.1977,-178.4379,575.38,4.7
-23.9202,179.5682,541.49,4.2
-21.9181,170.024,10,4.2
-16.6968,167.491,35,4.2
-37.8738,178.9339,29.73,4.6
-24.2413,-176.8796,42.89,4.5
-26.9505,-176.2586,35,4.5
-14.5893,167.6349,114.81,4.3
-23.974,-179.9623,534.96,4.6
-21.6977,168.8887,35,4.8
-20.8441,-173.9186,10,5
-34.7563,-179.6726,59.14,4.4
-14.2497,167.3668,188.06,4.4
-20.905,172.3103,10,5.6
-21.2601,-173.9794,10,4.3
-35.0332,-179.9678,35,4.4
-20.9733,-178.0545,464.43,4
-21.3849,168.2798,11.83,5.1
-24.2865,-179.8289,509.07,4.3
-20.1021,-173.4158,10,4.6
-16.3509,-173.8337,139.81,4.5
-29.9627,-177.576,10,4.3
-19.0063,167.1997,10,4.4
-23.5166,-175.1313,10,5
-17.926,-178.4837,596.55,4.3
-29.9689,-178.1796,10,4.4
-15.4711,-173.2393,10,4.6
-17.754,-174.7568,187.15,4.3
-21.3228,-178.5947,555.73,4.1
-16.6988,168.9417,202.42,4.3
-15.4906,167.3574,146.18,4.2
-41.973,174.1557,10,4
-23.7705,179.9801,518.93,4.2
-29.4062,-177.1478,45.41,4.8
-18.0066,-177.9187,554.47,4.8
-18.0199,-177.9375,585,5.9
-29.5117,-177.5703,53.95,4.9
-18.7926,-177.6487,566.67,4.2
-21.8542,-179.3976,597.11,4.3
-16.6385,177.145,10,5.6
-13.0595,167.308,189.15,4.4
-29.528,-177.3498,43.05,4.7
-29.8322,-177.4492,35,5.1
-29.4836,-177.0774,24.17,5.2
-15.9408,168.3762,266,5.8
-22.5136,173.7802,10,4.5
-26.259,179.6203,532.9,4.1
-21.6332,-179.2032,608.68,4.3
-18.7763,168.4803,56.04,5.2
-18.1747,-177.9248,625.85,4.1
-20.3351,-177.5696,489.72,4.5
-24.3279,-179.9739,503.01,4.4
-22.7295,-175.8198,10,4.6
-17.9296,-178.2676,532.33,4.3
-24.9694,-175.2429,13.46,4.3
-23.8505,-179.6765,511.36,4.4
-14.8402,167.4311,123.57,4.4
-24.5035,179.6555,515.37,4.2
-18.1972,-175.2699,256.05,4.4
-18.5161,169.823,235.92,4.1
-24.2201,-179.8383,506.68,4.4
-18.1187,-178.0393,614.87,4
-38.4319,175.8817,173.69,4.6
-17.7128,-178.7298,536.88,4.7
-20.914,-177.7989,440.81,4
-42.3199,174.0413,12.89,4.1
-20.2201,-176.8151,304.21,4.6
-17.0852,167.5674,53.67,4.6
-17.0759,-171.8956,10,5
-23.9432,179.8003,531.08,5.5
-17.2403,-179.3094,613.99,3.9
-14.4724,167.3356,132.32,4.4
-18.4967,169.7923,203.43,4.5
-29.9727,-177.4734,38.34,4.3
-33.1642,-178.5524,35,4.2
-23.1496,173.497,10,4.2
-15.315,173.5309,10,4.3
-21.3474,-178.8528,579.88,4.3
-33.1954,-179.9213,99.16,4.2
-13.5627,167.3212,10,4.5
-20.6493,-178.5305,578.09,4.4
-20.1455,-177.4753,476.06,4.1
-24.4976,-179.5792,521.43,4.5
-13.8329,167.7592,51.31,4.3
-16.035,-176.8208,382.89,4.3
-20.5039,-177.4306,527.04,4.3
-15.4634,-174.4837,10,5.6
-16.5811,168.6729,22.62,4.6
-17.2059,167.6536,35,4.4
-20.384,-173.7716,10,4.4
-20.1397,-173.4656,10,4.6
-15.3898,-173.7168,54.96,4.5
-20.4989,-177.6776,401.97,4.1
-23.4123,-179.7097,556.03,4.3
-17.8641,167.6097,10,4.4
-35.0715,-179.7681,35,4.5
-19.0024,169.3505,218.03,4.3
-29.947,-176.2193,10,5
-17.0613,-177.7477,507.41,4.2
-23.719,-179.6926,515.91,4.6
-19.2179,-175.5284,262.96,4.2
-24.2987,179.6675,567.4,4.1
-16.2705,-174.8463,274.51,4.4
-22.6501,-174.5778,10,5.3
-23.9424,-179.8262,559.99,4.4
-17.2027,-178.7178,490.37,4.3
-15.8075,-175.272,292.72,4.2
-31.36,-178.2396,35,4.4
-15.7049,-177.4443,407.26,4.3
-19.0199,167.6123,10,4.2
-17.7148,-173.6498,85.75,4.7
-17.4059,-178.2632,584.36,4.3
-30.1779,-177.3297,10,4.2
-21.0829,170.5011,143.4,4.2
-16.2341,-175.9781,344.59,4.7
-24.6835,179.9803,541.76,4.3
-33.9194,-179.0939,20.78,4.6
-23.5417,-179.7957,550.48,4
-17.9455,-178.4053,588.04,4.2
-23.0468,-179.5871,532.41,4.5
-23.1513,-179.59,556.96,4.5
-24.7753,179.9293,520.17,4.4
-20.4758,-178.0095,518.43,4.3
-15.1605,-173.283,35,4.5
-35.4087,178.1711,217.72,4
-17.1759,-178.4176,499.94,4.4
-41.2607,172.7489,115.09,4.4
-16.8322,174.0681,10,4.5
-21.9783,-177.8745,347.29,4.7
-17.5467,-178.036,617.83,4.2
-23.7147,-175.2102,10,5.2
-20.1812,177.4807,10,5.2
-15.4617,-173.0226,70.58,4.8
-23.8863,179.9371,520.38,4.1
-23.849,179.9181,542.99,4.4
-20.3561,-178.0602,545.58,4.4
-19.1468,169.2169,214.74,4.5
-18.7227,176.3079,10,4.7
-31.9278,179.8988,324.01,4.1
-34.786,-179.3848,10,4.3
-35.2048,-179.017,10,4.3
-61.6233,161.3392,10,4.5
-16.1798,-173.1288,35,4.4
-17.5856,-178.5604,542.93,4.3
-18.9034,-175.4161,243.69,4.3
-25.2674,179.723,516.26,4.5
-20.81,-177.7031,503.12,4.5
-35.5014,178.5098,160.96,5.1
-17.7855,-178.6854,585.15,4.3
-24.2535,-179.876,480.13,4.4
-15.4142,167.4586,121.97,4.9
-32.1888,-178.1794,10,4.5
-18.1687,-175.1375,235.67,4.7
-20.9501,-178.8677,618.21,4.7
-21.6924,169.3962,10,4.2
-34.3669,-179.0218,10,4.9
-34.2818,-178.9056,10,4.6
-17.2716,-174.4951,10,4.6
-27.516,-178.0815,524.09,4.2
-34.5425,-179.0189,10,4.6
-29.0669,178.8063,569.36,4.7
-29.0992,178.77,573.18,4.7
-22.1361,170.4934,46.2,4.3
-14.7768,-175.8945,305.51,4.4
-21.5751,168.9116,8.56,4.3
-17.8651,-178.5945,633.42,4.2
-18.8077,169.6762,248.43,4.1
-18.9953,169.0292,148.65,4.1
-31.5177,-177.7693,10,4.4
-24.123,-179.5848,467.62,4.1
-37.4848,178.8282,42.76,4.9
-15.935,-176.3461,331.11,4.3
-24.3658,-179.8487,499.98,4.5
-19.2418,-177.6589,369.79,4.1
-18.866,169.2301,220.12,4.5
-22.2238,-179.3955,543.99,4.6
-23.2023,-178.4701,416.99,4.1
-15.8193,168.323,136.17,4.1
-25.1896,-177.565,165.47,4.6
-17.865,-178.2899,579.75,4.6
-61.7072,161.1921,10,5.3
-13.9978,167.4703,252.54,4.1
-30.1542,-177.7181,21.08,4.8
-37.5855,177.4801,89.4,4.5
-15.5195,-174.7175,276,4.2
-19.0729,168.6715,46.67,4.9
-23.5016,-179.2006,444.43,4.3
-16.5297,175.0912,10,4.8
-18.2946,-177.9138,511,5.8
-23.7734,-179.8497,549.24,4.3
-19.2394,-177.5833,375.99,4.6
-51.8763,147.3118,10,4.7
-37.0691,179.1446,10,4.2
-30.4541,-179.297,185.54,4.2
-17.4674,-173.654,77.73,4.4
-30.0842,-177.7387,26.4,4.9
-30.0631,-177.7507,36.9,5.2
-19.8864,-177.5924,543.83,4.5
-21.3455,-176.3971,148.6,4.6
-17.6878,-178.0223,542.24,4.5
-20.7608,-176.3143,202.64,4.5
-19.0635,169.3784,228.18,5
-17.9033,-178.1772,587.78,4.3
-42.2559,173.7881,20.13,4.2
-20.6316,-178.3288,549.05,4.6
-43.2983,170.8563,2.67,4.4
-43.2818,170.7561,4.75,4.3
-30.5893,-178.078,35.1,4.5
-55.3765,147.2813,10,4.4
-25.1649,-179.3662,400.61,4.4
-24.5311,-177.06,70.59,4.8
-30.4764,-177.6548,16.38,4.6
-24.719,-176.8865,92,6.1
-20.6427,-173.7573,10,5
-32.9254,-178.6205,10,4.5
-18.8501,-173.9924,10,4.7
-18.8806,-175.3187,194.97,4.6
-24.1393,-175.3496,10,4.7
-20.2825,-177.6364,514.37,4.4
-20.7499,169.7377,89.89,4.7
-21.3685,-178.8669,572.84,4.2
-17.7705,-178.6061,543.43,4.3
-18.4259,176.2697,10,4.3
-18.4213,-174.9712,180.31,4.2
-18.9697,169.4268,211.43,4.3
-17.3533,-175.0768,228.28,4.5
-22.1127,-179.3686,598.14,4.4
-24.1017,-179.4788,497.71,4.5
-17.8062,-178.2343,480.35,4.1
-24.795,179.9231,524.41,4.2
-15.1899,-173.4453,10,5.1
-30.2351,-177.7426,24.67,5.1
-16.6175,-173.4893,14.71,4.5
-21.3952,-178.1129,456.23,4.6
-16.8487,-173.5407,10,4.5
-21.3432,-179.1891,614.46,4.4
-24.1536,179.971,484.08,4.1
-19.0471,169.5201,219.94,4
-15.2566,167.4803,131.49,4.8
-24.3902,179.9526,502.36,4.4
-16.2925,-177.0435,402.24,4.2
-23.4813,-179.6741,536.88,4.7
-32.3442,-179.1569,10,4.5
-18.1184,168.5,145.71,4.4
-25.9292,178.4753,644.68,4.7
-14.3646,166.8286,41.77,4.6
-16.6356,-174.4401,170.92,4.7
-37.2204,176.8995,261.31,4.3
-17.7692,-178.6907,539.8,4.4
-16.4131,175.8886,16.09,4.6
-24.3604,-177.3685,163.28,4.4
-14.2954,167.204,254.87,4.3
-14.0703,167.6196,147.05,4.4
-20.5144,-178.0268,523.15,4.6
-19.9009,-177.688,501.24,4.5
-23.8892,-175.2097,10,4.6
-29.005,-175.8634,10,5.1
-21.0816,-173.5639,10,4.2
-22.9187,-174.9273,13.13,5.2
-17.5938,-179.0197,539.87,4.2
-24.7847,-177.7888,197.87,4.4
-15.0093,-175.3478,94.4,4.2
-24.0901,178.8499,593.75,4.6
-24.3065,-179.9871,513.6,4.6
-23.8364,-179.8599,514.22,4.4
-17.6716,-178.5611,538.86,4.7
-15.966,-177.5939,10,5.2
-33.7427,-179.6693,35,4.3
-17.9403,-175.0554,225.68,4.1
-16.2987,-173.0224,10,4.7
-23.6933,-175.5877,35,4.9
-15.0471,166.8251,30.86,4.8
-15.1153,166.9555,40.48,5.1
-28.0066,-176.7737,10,4.8
-30.1742,-177.7218,22.22,5.5
-15.4096,167.6555,128.92,4.8
-17.9387,-178.1525,598.17,4.3
-20.0448,-177.6525,559.12,4.4
-27.9497,-177.1064,43.71,4.3
-33.9746,-179.2918,40.4,4.5
-18.2286,-178.3483,518.23,4.4
-18.1255,-178.1148,473.98,4.3
-18.3183,-178.0417,508.92,4
-18.4432,-172.6633,10,4.5
-15.6916,167.7356,122.18,5.1
-17.7561,-178.6462,551.92,4.3
-23.0859,-175.4232,10,4.8
-20.9549,-178.4311,566,4.3
-24.5267,-175.8404,10,5.1
-21.3519,-175.9868,86.68,4.3
-17.9194,-178.9781,542.84,4.2
-17.903,-178.1401,640.71,4
-58.9254,158.9472,10,4.9
-23.7336,-179.8385,530.43,4.9
-15.3877,-175.9644,10,4.8
-22.7958,-174.5338,10,4.6
-64.6594,175.4564,10,5
-21.0832,-178.3255,529.59,4.4
-13.6119,167.338,201.35,4.5
-15.4462,-170.6087,10,4.2
-21.4333,169.2172,10,4.4
-15.1242,-173.5022,10,4.6
-19.8143,-177.864,557.7,4.1
-21.5629,170.5015,117.43,5.1
-13.7687,167.276,199.01,4.5
-13.7962,169.6939,35.61,4.6
-15.8356,168.0061,160.93,4.4
-29.5297,-176.2755,10,4.3
-23.6649,-179.979,537.74,4.4
-33.6898,-178.601,10,4.5
-22.6798,-179.4619,566.55,4.7
-23.9181,-179.8247,531.97,4.3
-23.7317,-179.037,401.09,4.3
-20.3824,-176.0598,138.29,5.1
-24.853,179.9393,483.94,4.3
-19.4089,-177.21,396.18,4
-22.4416,170.0728,10,4.3
-29.4368,-178.7164,187.62,4.2
-17.9555,-178.44,586.12,4.2
-24.5776,-179.9865,492.92,4.5
-31.7708,-179.785,292.72,4.3
-19.1128,169.4542,226.96,4.4
-17.5615,-178.4488,549.92,4.2
-23.8104,-179.9658,552.98,4.5
-18.6262,-177.559,583.31,4.2
-34.6136,-178.3428,10,4.3
-25.6957,-174.6987,10,4.4
